id,rec_coord,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
52,POINT(125 -275),-40.61296069925232,-45.25727381719381,-34.311438011524004,-37.51680255447831,-46.393921775574256,-43.29929706291698,-42.37432106937203,-56.85841171366873,-49.13478553782926,-53.71779770525483,-36.58134607382421,-29.03964808628843,-21.42429920952603,-38.03684285792629,-50.60988197426346,-55.15430301121073,-33.67766383268449,-33.341959599835874,-43.65837947605357,-53.41300449947383,-44.69930063718209,-36.77071423854125,-47.4329952218014,-36.9990877955239,-23.70468490678803,-36.18916724353329,-36.66018260524721,-49.32744872944238,-36.66429212543848,-43.88528649497913,-45.68108953678995,-47.53493969941827,-39.24610106196589,-47.97633218145375,-26.71491077616973,-48.74112813074113,-24.79127145175433,-42.39243187025768,-38.969668168594026,-40.8013990077928,-38.64229487007114,-61.33288628878803,-33.43695288733553,-51.10300363620357,-37.44863031667803,-44.47197709109312,-50.88363347449063,-42.08918859480496,-32.12150315687056,-47.08337052050133,-36.76991491382888,-35.60132395234786,-34.72254396507829,-43.4382185712718,-36.16515028832074,-32.38155907966072,-36.72177315307279,-43.67870498803341,-34.85241439612856,-49.29705826225832,-33.056598564479614,-50.25164728157013,-50.7038112926072,-46.58435504076507,-40.05748909030944,-39.67448739322643,-52.64968612670423,-41.649090069352944,-47.21917748689708,-51.10435187602979,-24.56770144446413,-46.09916082501897,-31.245438514675833,-38.61819167269434,-41.596561703033025,-40.04832710383024,-37.66903371860335,-47.32240810514945,-25.36867974650913,-30.92254136131693,-38.52880559719885,-51.13356965368902,-46.8417519193197,-34.033526877936524,-39.47165134762341,-43.79805180630153,-17.83342629280943,-45.61480685728197,-38.97935168331517,-48.02623867134847,-40.28916828314335,-37.53843086646125,-47.59749973069665,-40.25595384559129,-49.48837410541743,-31.77626965232343,-40.81904968929792,-41.415111663686965,-54.00818300199213,-43.90638634266025
53,POINT(175 -275),-37.312024663388094,-25.703718718435027,-33.994257455058104,-26.009461905669887,-36.03943457209763,-41.06542049567351,-27.212445320496936,-28.042021200051657,-36.55423477428042,-13.847956425940026,-37.677887558256565,-38.926939212568804,-39.3747261912772,-38.001080737922635,-33.87484986355545,-36.41357884227334,-45.746604911052025,-37.25544064805876,-40.39593858734832,-15.958804048767725,-37.71349000907334,-26.104783486948847,-35.269760175063574,-33.50075762868469,-40.87728314686323,-30.561061890279827,-33.47372668248,-22.054710417420626,-33.008702681895166,-35.1620990886458,-22.013514739308427,-46.43997347193722,-31.054969281605878,-40.699250819508514,-28.274236232614278,-30.503566894830158,-43.58091192822361,-27.162932779009054,-43.14172893809125,-36.639902820365066,-33.34791274450438,-17.501790161238826,-42.986912754003264,-31.540061173076406,-30.695496041678204,-29.511942359410128,-39.60282629753401,-53.06117547533603,-44.54564684747093,-35.78787066678596,-32.810042825698545,-17.593335466892526,-29.332455332954645,-30.153274785551368,-29.735900280767275,-29.001434996280416,-42.452918515824706,-34.063042259408434,-27.489998068316147,-21.412386717454126,-35.74456878302156,-39.57128877020118,-44.125439859287525,-35.52607462193796,-32.2106525194454,-31.151295519902067,-37.29267127494481,-31.680466226142347,-37.61897602610782,-19.605450980916224,-35.571670120352735,-33.60796395183757,-34.66790773431368,-44.63515519234663,-38.03136516454282,-32.54656413475104,-44.14150205108493,-41.12799589661561,-36.71795156576154,-36.915281064070534,-25.560433457553287,-28.915822694213155,-34.86806467617341,-39.7838910274524,-33.33768274246901,-19.693330255593025,-23.180527146637527,-22.832478067065026,-36.90181777573156,-32.87439224765914,-21.948065866320327,-33.35778672513836,-25.217921863778376,-37.56132481695955,-43.823732163578676,-28.032659890224735,-35.728495633404975,-37.534475376492225,-27.592871005613045,-34.549319607699054
54,POINT(225 -275),-43.5790921389475,-17.673201558207417,-26.942182156981506,-36.783412067749204,-22.004787845124564,-8.916750643410106,-30.536589607585476,-11.117942905012505,-35.3389344643054,-10.804872172900305,-32.993726360637595,-25.01242036343609,-37.503576011610406,-22.626076570338146,-29.756437726807686,-24.61481858925418,-2.544698034587906,-35.13477043884021,-21.954294483606155,-8.750869467698605,-20.910031255579113,-22.837480513350545,-14.649769609353106,-34.04211250027477,-22.325806317686634,-15.785915293749676,-29.767095814741985,-25.153776583075416,-18.840271225062168,-26.780366417264695,-24.53140347433744,-22.329166260210766,-25.673818557105285,-34.2026621195353,-15.166611293154235,-14.448349693453766,-34.004937952942726,-15.150670670695545,-27.734756630927947,-22.543241387075977,-27.600445974053194,-25.813938667818615,-25.895398112478365,-29.238876077803475,-26.320826054886886,-32.57981757823667,-17.356991704377364,-23.267518317809614,-15.261281522502145,-25.965445915705086,-14.485463321143975,-23.877088629874212,-19.055977174694156,-20.738207318130684,-32.694810465995424,-31.530767423990905,-27.918611361272397,-31.475506323266657,-17.142622582183005,-25.11115798540122,-24.346323223268794,-24.716366740453303,-21.470633473178815,-29.158571720124115,-17.102189876348476,-26.131681015079135,-32.75149509362762,-19.517784442637307,-22.820821797312057,-25.794849931231695,-18.345917432377966,-38.58153489665361,-26.723175441785415,-30.785026635107187,-23.244807858733456,-25.412986332101106,-24.172851824218917,-32.40212503963852,-17.724265683140565,-18.505271809245464,-23.017885572640974,-12.897925437620305,-11.826611696830405,-28.560241168113055,-12.912524634682805,-27.931847492275637,-15.361275044538205,-24.67393803999907,-27.455014871989764,-37.0578739238976,-20.407258012159495,-37.5681866056115,-22.320001160662017,-21.817893387842176,-21.366144470500174,-26.521299851730234,-19.565094233302133,-30.837434595555006,-24.87586572196249,-32.879867080497256
55,POINT(275 -275),-17.242864515385506,-34.40000414390958,-12.496878691572103,-36.664203571697946,-45.959820565990405,-12.654276250083704,-29.373332949041966,-36.93199755453517,-27.310298888229504,-41.03045630178808,-27.419077625491415,-39.828733715947884,-44.6488969814889,-38.513609745370104,-5.379451488477805,-21.164808694926393,-31.735901669852687,-40.28291760403052,-21.174151058125375,-48.1158973354416,-27.184276007099015,-25.120607582752786,-31.639860887177853,-41.1088948553063,-33.835452453513106,-27.541488904315756,-22.726071847738687,-36.309526349249204,-36.18786077052513,-19.028011015928904,-31.97226617787787,-25.268413040933215,-24.905173936285223,-33.861856010667424,-26.274260905543315,-47.1346772263811,-46.2988957280316,-34.611281387350765,-10.354631069069704,-31.73100660214614,-31.99198005273788,-30.5358199685563,-27.901676216411083,-27.380379178676463,-25.168409878999285,-46.185862970529904,-24.431105114924634,-23.807097023919365,-23.859879249725704,-28.200948272680165,-31.23770176019374,-19.152762555721807,-34.753041517304624,-41.48974337884471,-36.7502043976549,-45.791814451544305,-34.97304278559248,-20.132531516377306,-32.45629407060481,-31.509791803667323,-33.651362256165264,-40.767388674517974,-40.365530530636455,-31.146303361595752,-33.209641584124185,-24.946519273933905,-15.196826619757005,-28.544409821775705,-32.64592989787123,-34.612491337100856,-28.770156526320864,-25.060853511734415,-34.8920072088842,-24.909744474331365,-16.227205363201406,-30.032108023194453,-35.8042361873096,-24.061812616647195,-28.173454949866525,-21.408989383530134,-31.501931004405613,-40.46812063492193,-36.810852013954836,-33.650222407711624,-29.294448923588174,-32.64818576345115,-33.361329541763475,-28.161679828218144,-31.55090110960381,-29.710290144217694,-38.303305446189505,-47.4102025079352,-49.4631481663898,-50.54203396222171,-35.786469076143746,-33.42081425749252,-27.865499046647976,-28.959303848024245,-36.16871130593002,-33.940123886614224
56,POINT(325 -275),-29.48668877771084,-36.68476320568649,-38.76777723949246,-40.78821390502081,-55.33348726701054,-41.03399933438858,-33.19413364243699,-25.09206272683914,-20.42313659819584,-42.48503119273233,-38.25160608440309,-53.81394012693034,-36.54144595907265,-30.53283761948127,-54.78125072108154,-49.63787987093223,-36.55009811329151,-42.06926180459635,-48.7124396946208,-26.70397809458894,-52.73024687000364,-36.74919775668714,-41.66893263471931,-38.21656468674787,-44.87535221737799,-45.58807967441115,-42.86628721510355,-47.976570285488194,-37.58606984483291,-34.98971147365694,-45.63963473272625,-36.61616305113191,-28.08122445879644,-59.409068856767036,-32.92373496431046,-26.88282361988034,-23.73518707934614,-21.92089709600984,-37.74923412242637,-45.665150747822636,-39.521533682725156,-34.746786120613436,-29.60724185528054,-31.19509914688748,-64.26455923803644,-33.31188019365681,-27.85083239479264,-27.48593970304984,-31.476408403151687,-45.58518997574667,-43.1026218441995,-41.46829151498972,-19.76186106060434,-30.3988610657214,-50.15824923526594,-38.1262266032197,-42.98420747220115,-53.152372892659244,-39.02012046232193,-32.52820289593368,-44.87642600162085,-46.16114987575858,-30.38808378080488,-39.427188198649,-39.73903199960301,-47.37481138028401,-37.13809173022673,-45.4258111249942,-48.80334246777565,-38.96033756508077,-34.24092009284749,-33.28491466290752,-30.26592084606256,-37.2494019508597,-43.77077845164721,-43.2628624869873,-40.57103898323819,-39.1492386856032,-49.66780071090813,-34.49918865617004,-31.644575084434358,-42.71158832117598,-32.30082113631674,-45.24746520321935,-37.01343047561366,-28.70447262883074,-35.663642779049724,-30.32979785342138,-31.31345105564451,-45.39835279706418,-34.31389258004076,-45.046504866835576,-51.93925624699314,-34.990633264559634,-28.93474804375624,-53.440636496282536,-25.50128039825794,-35.31843146934624,-33.65626657496668,-23.90218407478564
57,POINT(375 -275),-44.72002277541082,-54.11095252985997,-56.64113482771757,-58.001492603569275,-49.75886617146915,-61.90389471713957,-60.20207197979567,-39.234342354608124,-34.78204655814907,-51.70299815938886,-47.77424646897487,-42.881556140822504,-55.09627808144286,-51.26090041790986,-45.87560998257212,-33.53062226156757,-44.08616065570028,-41.12999921398176,-28.63964664397147,-41.80001445136024,-61.39787273927797,-40.04730337898129,-54.987889269977074,-63.316048540264774,-43.95155383195909,-47.16209353370266,-38.88322950922644,-42.31121377029853,-42.81182914696184,-46.21072986468216,-45.62095224234235,-49.69919582643289,-48.72120315342689,-46.11397950647927,-41.63171927493745,-57.50941299487707,-49.27175162833616,-40.692191817049924,-45.450058913968164,-47.02223867842117,-34.85696742308947,-52.44807289136326,-52.7759760873894,-29.17638189054847,-51.90389377024921,-41.76554212735939,-46.98969635520172,-50.65253732810911,-53.35876318470008,-42.730313963274554,-39.16619215375298,-45.629224787382675,-44.9247699958641,-43.97316956738139,-57.21702730427517,-63.932233463439474,-48.5523162365091,-45.818355769611244,-37.63334191975966,-48.24946090004298,-60.00048797356037,-35.16832998689957,-42.23024288729937,-49.736142633223764,-48.01761635945018,-41.93600320777016,-63.39171964954837,-46.595673153112315,-51.62588045681891,-40.16944326399363,-47.15898890949095,-53.35244485741434,-29.67017642581517,-39.207366314931484,-51.47510749269035,-48.01523749022043,-47.96546031879181,-36.75575243312021,-36.30843790629659,-44.053994688717424,-47.02106685510779,-50.68324594336954,-46.02457337221442,-45.1692252314686,-46.58766672155392,-54.51101311691224,-40.30253078420455,-34.20111759413447,-36.80180893685801,-48.53355059472893,-42.273196876727084,-45.29165698520497,-46.15275407761212,-34.55691818952427,-46.024114242128306,-45.255094269735594,-44.50676281348774,-44.0143400710789,-47.88935824043303,-57.91662228022617
58,POINT(425 -275),-46.80889777720621,-61.718821992889644,-48.81936724228395,-53.59618077766955,-47.83576871745216,-56.28928951840716,-52.58031893274235,-40.96939929691928,-39.90905182623894,-51.74221802782534,-48.20915754884203,-48.4457152323936,-53.648216794738794,-53.37784626432396,-56.67506060420125,-45.87704184696664,-52.84501192722315,-54.10661712748148,-52.86775405216286,-56.03917981338263,-58.60523461987572,-56.16074679037142,-42.628820406121804,-51.03698807522612,-52.338762869520714,-47.06299948828837,-43.18725709728027,-37.71174678510164,-67.52977761004234,-28.96231351164684,-45.2859761662371,-55.34793767011186,-41.23866103492387,-52.24227925558134,-62.82361099845334,-50.34655087236721,-32.98152067095124,-65.12304801754564,-47.61387183612166,-34.234921022515536,-55.58012567018203,-47.41562717490415,-49.24852283942296,-51.81463560188435,-68.07767658627354,-51.63097792232999,-57.4829281723795,-40.40834704842449,-40.61715292086261,-55.58344578280785,-49.06636736830892,-55.54134254477897,-52.28712649785952,-41.16204879816218,-58.18733501634855,-45.03532706142671,-47.12951623929379,-54.80515359737341,-47.67117112214665,-48.87848948526008,-56.32701945774138,-54.12891598848798,-42.99391333753269,-45.07350812063567,-49.39962014144205,-42.7058549966013,-47.24422867931554,-39.30310628032154,-42.70509935347157,-56.3456155344765,-45.739658624172094,-41.649075626554705,-48.21506426712831,-41.49067837030868,-67.14461403810614,-50.015575220468,-55.16488255312925,-44.20716196923742,-49.43724161283536,-52.51266989834061,-55.17329297371444,-47.11834106349367,-51.275394054177085,-53.620342473936894,-58.3559005363752,-55.227493493984824,-43.81993851569812,-42.91606488892157,-54.168130217641774,-42.86285643210801,-50.8881550405771,-54.95063037860375,-54.72774889827937,-55.83747392295737,-46.27064949966605,-61.81473402405924,-45.19700900590886,-50.85529495344558,-43.19241189109403,-47.48632509202592
59,POINT(475 -275),-55.61298507944028,-59.70515573696882,-73.4100668835481,-62.715841850774936,-63.5822230472503,-54.29503176037642,-68.43751645542999,-45.87874491817127,-51.72663278353323,-38.44765607168849,-46.07574554268526,-53.88214208942319,-55.69727953748722,-50.81621051070991,-41.56535170784469,-57.04917282636039,-51.36844805797665,-59.32987643575387,-51.62787353750972,-56.69057487239274,-53.68465893785689,-65.05210335430989,-45.40471515929717,-55.92457444092433,-56.68249344015776,-59.69047127781799,-62.12582507369273,-45.20013692054487,-56.81757020587438,-47.07664679927257,-38.82237033686749,-48.23752633870593,-51.19625855928771,-65.13380626753779,-60.15469027320371,-58.45235614908073,-67.5583752576618,-40.18450899818019,-58.69105918454252,-62.04837334400674,-56.89599047364184,-56.86881445958611,-54.78019489547389,-43.15784621804319,-55.12432446561289,-61.072752822704274,-59.56791800833892,-52.867776993014374,-53.986278489238565,-43.51781730294529,-31.81875204411859,-58.34700971624256,-46.51953625073335,-51.10548079982332,-56.55957997369846,-56.62531014901202,-55.05193674663879,-48.15730012174157,-58.03846205138364,-54.09669893267767,-56.09277266040776,-57.53860348166915,-62.42251940943481,-57.90039852389931,-62.67267083203914,-57.88273626937079,-59.77294230375646,-52.44780699742597,-39.93931587728799,-50.1494348039871,-52.698002340347884,-50.31797307854833,-51.99601541431453,-50.20444611999253,-48.72093382273851,-37.439824350327186,-62.20396325739451,-66.83202383054758,-57.67026368370662,-46.3681436112082,-41.94200056144639,-41.691422387605286,-54.11079220299624,-58.63963354640333,-54.27432697287262,-54.4673245155214,-43.30637770301579,-51.83128047302663,-54.55356962913499,-45.92026048983525,-64.27336766080168,-60.47631435083485,-65.6872465168442,-63.55523585989942,-53.41008564736523,-48.615907050360164,-48.07805387200569,-44.9574076967385,-61.24196335797512,-61.53385214477655
60,POINT(25 -325),-56.57522302333248,-43.57624881077915,-47.095070985624446,-50.70400297998219,-51.38259603280811,-58.94616006084966,-57.028485174615,-40.36473518339124,-45.805239983641485,-45.19436531747308,-51.79136208504019,-52.528356491598494,-45.90027277673756,-49.47877225718034,-51.37188534296693,-55.372080248066894,-42.22743216512836,-45.6742097544225,-43.89820208917109,-51.73139040378682,-54.12072860170517,-52.462271784403576,-46.993131852549574,-45.913633184144395,-54.95964677300591,-59.719879047957065,-50.727443131865506,-69.45968817714694,-49.02669555562619,-39.18024144096404,-33.45202229992014,-40.15546922192514,-43.65132892889548,-62.699155821131036,-64.10647156562324,-54.263113724049425,-55.102919195469035,-52.462510961919456,-55.15456379906099,-50.57001326784485,-65.25281538906043,-47.286216180191,-56.18108886878796,-53.87030859762212,-53.65189101109474,-61.68314145840384,-54.334116970325695,-51.74657287520077,-48.85429075627016,-54.52908150113669,-43.83738854597413,-51.123955652248576,-48.191994262087,-38.909168893958736,-44.44227329037744,-44.51863132388581,-56.902847879559666,-53.79617038005067,-54.78466134228536,-57.111184823700135,-39.920082848737934,-39.38653564537704,-32.371761013612236,-40.79085706010654,-25.277247730068037,-45.84130363474335,-64.09890132602193,-55.00130221753709,-54.46770226608186,-40.62762912727734,-59.805982179085944,-51.2313147630321,-63.79899194863814,-49.43070290162035,-42.78494569282554,-52.13457479751923,-48.46585517265151,-53.429172909141215,-46.87700996486138,-43.095474630094486,-52.63577205550255,-58.18136002438079,-61.60481964255894,-68.40569325444204,-41.74511725607834,-56.73909125465918,-51.40997111216484,-59.23780351500687,-46.54270593995233,-51.460132073399365,-52.740431602678576,-64.87056474695454,-56.73648673097276,-66.69212973710023,-51.94295576470474,-52.38352277228461,-41.1281649679288,-47.30349798332578,-53.42480926801867,-43.283049146892516
61,POINT(75 -325),-39.46418820689019,-32.694127491635804,-32.9031249137917,-46.27668757754354,-48.99381877964508,-47.514099456514934,-64.04014809241721,-49.10033446035934,-49.00538245872654,-28.102604111055204,-33.3861163799354,-38.62261817240402,-45.397447658206524,-36.1004179123977,-47.18686601004428,-42.509001551470824,-56.862296402635465,-46.04655189228913,-48.468657142065105,-30.413777919579204,-57.349325816505306,-52.4023842219985,-43.845036197689645,-41.844604440857424,-47.48457477707245,-40.89283512541368,-40.754108944377705,-53.23919296064958,-49.31961325076078,-43.038599274174494,-43.447657487799496,-43.409923199498635,-42.96881926248526,-49.337217772624776,-50.48066390468373,-46.74273553090741,-46.2583625210258,-53.419518275689576,-46.73842568058052,-45.151502090766094,-36.482078050020405,-49.56002879647929,-64.3166400164235,-43.19198969539863,-50.05294709157391,-43.2728088833528,-55.878562501645746,-36.2282013681285,-57.7519900642321,-70.3850836251667,-45.58267289985118,-41.435288403701456,-41.23483860489493,-45.85274834961987,-39.31377550284918,-45.72258112935109,-42.1139929479544,-44.47141157107287,-43.72699058814639,-58.1201796153549,-45.873956190115024,-50.28566622923957,-42.73585977986466,-42.876211841317364,-52.41723977335003,-52.52316632404548,-55.54111057880043,-41.255305192452035,-39.128641501379704,-49.74850205234125,-28.166207188762105,-42.706672210817366,-54.204575671253174,-39.771998227053395,-51.69342370089959,-33.468167814916,-50.342352180521935,-33.89771902470861,-56.030428811042015,-40.240597373820336,-45.4749055465628,-48.1619287804898,-50.921287362617534,-38.74955712737202,-30.719001689672904,-54.00905594508453,-60.880342216822,-51.397204348671096,-52.0292118346858,-53.12273583862883,-50.84571919826615,-57.7279287876635,-44.3227640418606,-50.15361180514294,-40.75810554424528,-42.87655759663071,-43.287706206416345,-38.044260580855706,-58.5463804104399,-55.37433237093711
62,POINT(125 -325),-36.379009854642696,-31.60552433513744,-43.976346686877676,-30.07593651477623,-45.157680039522965,-39.07556100148598,-29.803492136293528,-40.517185707085595,-34.73306976889994,-38.755200409914295,-40.78530628118142,-35.06608697588916,-43.09173127930432,-47.443259492051496,-20.00646620504103,-27.121549706786528,-53.58413248166943,-35.589000316773195,-44.82965704085519,-35.41099053832295,-27.527668078698028,-35.92639099609424,-36.12754988239319,-36.884376936362955,-33.45457792222009,-24.86705936071903,-29.82642306403583,-46.11845746596815,-38.21916072777516,-40.15286235471178,-42.229398071729356,-28.819417828804628,-34.07653755561802,-37.90650775024142,-56.013119273033126,-40.6162336521034,-33.00202750493641,-50.58802925542241,-34.12006383280685,-40.48587852691966,-29.343757650011828,-35.85791681842605,-25.311510846529927,-36.411405112569255,-38.72376774408315,-48.33880433714708,-43.62241307212092,-41.92761857208145,-49.471865028160124,-52.87700077022013,-34.65317255148885,-26.561903893310728,-36.82154280045604,-29.283691249005827,-26.16780649670303,-44.82203543239893,-32.118389864667186,-30.175416378262327,-36.3602314051211,-45.90224611073814,-46.896267989145066,-40.0822685553774,-33.920086728625115,-46.3271302274278,-47.01697913744757,-30.97062075318473,-43.308336894568995,-50.23380230342483,-50.72285501636784,-25.54635556842343,-34.189047704433555,-39.358915036698406,-49.01040705932644,-33.45093370368133,-26.45605723139103,-33.74953167602304,-48.56848259371746,-56.07293044472573,-28.823191228180626,-42.010507525448396,-19.47104660416013,-42.03986815601134,-51.68938016417703,-44.4468896431935,-44.63674933684142,-40.861259621700974,-44.51068505954723,-31.172311843389927,-45.81057446232781,-34.46267646395158,-40.551954939804446,-53.03731045999363,-53.44424161586453,-38.68107339231436,-35.83236755841477,-48.19097677728774,-36.27229278831444,-35.952965524747746,-37.23042453398991,-53.78338524596573
63,POINT(175 -325),-21.217889005035968,-28.144085312831166,-45.19634882346597,-25.163574545360458,-31.92120469233989,-34.94684870830951,-20.937227050966268,-19.798944816633167,-36.2123934778452,-40.29482682368255,-29.691218014955407,-47.547219429661666,-18.33267937066377,-27.732949551372897,-31.902125378282935,-6.827278767168266,-26.862601648368397,-33.00357424783321,-21.93397493883147,-24.846272398148756,-26.384317468955526,-34.44859335751324,-31.3538816263465,-28.403341156469136,-25.663383390069185,-31.767928986840463,-42.239116087345565,-31.712843404308476,-38.190952726467636,-25.218819926218046,-36.285762714609206,-40.07516804028108,-40.64534808488653,-32.694659212861936,-31.876567643868263,-23.445657565716747,-32.06571028897984,-34.668343043997154,-45.105473574071965,-37.536428642736915,-46.91878000409557,-34.4676774712872,-31.280204911032122,-24.53884117264714,-35.0185364094379,-41.54802971659723,-33.00475632941347,-23.600701682915027,-29.76620443534553,-23.294067126619368,-33.984561130527965,-28.000108901451625,-20.51001227996747,-23.531677811562176,-31.81451378777089,-29.865791984217097,-38.30883400646458,-37.869756559950844,-20.06387360849437,-30.910817679636416,-43.98592698830337,-19.984414368163367,-14.961251018751266,-29.479774921622486,-24.253528860249236,-27.897673762915005,-32.66893474359448,-38.30200095053981,-27.361775154429985,-23.597137509380566,-29.232388412083957,-28.022463960755438,-38.87305345564493,-28.619182611568046,-18.494519264836367,-33.14514858597346,-24.427761789561508,-42.01565600240767,-16.880526410169466,-42.358860563686065,-13.492572895385965,-32.770771571923994,-38.418478822098315,-24.507061390869286,-32.752220622933045,-32.25992248451982,-34.10861050007904,-22.356739450990357,-24.847152142881086,-33.25882249639983,-20.943951534522768,-32.92299752346562,-24.244205554609717,-26.690723308337088,-35.900123294736694,-23.513994066713746,-34.350642016310424,-27.118395536546398,-37.67599715101578,-29.001727140658687
64,POINT(225 -325),-12.364489962487916,-9.97877179470474,-20.8022362207749,-3.3959455144407293,-3.7843798642322497,-17.575422446245717,-14.66317903470778,-15.273020588969489,-6.327677589604579,-16.12254710720983,-30.71518058717604,-9.341466259061928,-19.5682904582993,-12.531113326781874,-11.65964233852839,-13.998117507247379,-2.036142833306439,-27.34286862217174,-19.62846683151491,-18.42635043479427,-10.95829816889142,-9.047576187901209,-21.04507420313133,-6.700988946271809,-19.82253433856053,-13.126617039659967,-14.524363946807169,-8.726199428466119,-12.94851388439864,-17.278438742132938,-1.6014930982416384,-23.69634858359504,-15.531839786806088,-15.25115464666744,-24.20118109061604,-31.62004903880514,-7.366434638534439,-11.222070467506828,4.27117054755886,-4.378155381286669,-13.557550205032358,-12.253769200566309,-8.79760970166713,-0.3448437487770395,-4.646471283768628,-19.67046469056085,-19.323829887918368,-7.206444411463159,-4.771875120646159,-9.918190187950769,-15.557753431972468,-16.01953599384611,-6.071982511539869,-16.317959929277478,-24.55163151906064,-9.337528434910368,-19.38362393369155,-12.245198006495276,-13.31062776948221,-12.535431463105134,-1.8764773431420387,-13.06356663836294,-16.32369036958487,-19.20769348888381,-24.91586856825974,-7.078861527778629,-18.31868324379364,-8.925575867820228,-19.680529090362608,-30.203388320391138,-14.075840025402279,-13.301022918881573,-19.62816487009421,-21.649587767001897,-7.018103757158709,-16.55036654930307,-16.26430396669064,3.3047931101397605,-15.895125977749538,-14.29513717174692,-8.934278482287478,0.8447271569907606,-15.085610075703249,-14.38651287905201,-14.280667627249048,-16.37812133161756,-22.70884830245014,-15.60101161103199,-17.0608512838247,-11.63650618968797,-8.55162659984655,-27.865902867603737,-15.230945151023608,-23.66624097499144,-1.848667451101539,-5.727852287673869,0.9634749759281611,-19.399073508664728,-9.199306772011468,-12.168535444296461
65,POINT(275 -325),-11.963816555476328,-36.36654028728426,-28.123356342637916,-36.831048378896355,-32.37561532579148,-19.226280872636206,-22.085713778908655,-34.499338953980356,-34.535192954862154,-32.504587970466304,-15.075625399692926,-43.73989158099503,-19.680520491844106,-30.720771277772577,-31.055854629105326,-41.000439008636526,-20.745491849046257,-34.515508226767025,-25.042588449579647,-38.05631080519163,-37.67240223516227,-26.787545881959268,-30.857002961276585,-33.17737196665139,-48.92974827813913,-25.929078829204165,-24.263394320938477,-20.975592190375195,-28.52520373864879,-27.481459080756547,-33.115810002229104,-44.80002299711663,-38.39294230749183,-28.267935658580033,-27.232587421985176,-38.096093868202225,-23.027240140075698,-24.28615574342829,-6.607226990899328,-43.26903517055093,-34.55752970310784,-19.881462375040535,-32.01573551249206,-24.029061724597955,-29.796748377338837,-40.45321304883663,-42.36545380664343,-35.19671612491922,-26.204370368145465,-29.600891877723047,-35.314556120928735,-11.441907237330526,-40.69928615248372,-28.422828273325173,-36.50235634161522,-31.474111183734646,-14.926603831228928,-26.738102601176095,-29.413676146594106,-24.469062411020456,-35.021156895048144,-20.745439469294375,-37.24911997262148,-19.567904373837365,-37.75250613429023,-30.153347531354616,-34.75381155927246,-34.08992007706124,-26.073900934317937,-26.241515808679136,-21.989858494463576,-31.729694127268505,-21.249741598706144,-42.65841430207713,-41.878804642479224,-34.49175378494379,-10.841320600784428,-21.416251541503886,-23.71646329910015,-30.020988338688035,-18.554812157391737,-25.315671797990916,-20.37154222598526,-30.938117888008236,-30.797360909829568,-36.138562702201085,-31.017896646367618,-32.34195886358549,-26.128031577827805,-30.237268876770425,-12.244218240871128,-21.760121416175068,-35.997788987834795,-29.649654321898065,-17.75712992163603,-29.142433414921648,-34.94013365581607,-27.55091973759286,-32.775499077522305,-37.445016532353236
66,POINT(325 -325),-33.2401430870881,-35.86942833907547,-46.16226403664922,-43.32803242158665,-33.41298829004915,-32.145119265809214,-41.94554567644112,-29.13495197860968,-45.82737969061832,-39.96657766921973,-39.913216295717326,-29.03537753015894,-33.34518767009204,-43.04860217594056,-39.18698203187734,-43.50381001993652,-34.88392563253061,-53.78364078408754,-39.86017744959112,-38.01279929277842,-40.95206232575734,-44.63215240832406,-43.904859207621584,-34.85679252619105,-52.47267242910154,-31.36654540669479,-47.91741750331213,-47.10339457251092,-25.10804758333404,-30.64949813532323,-41.295888828613194,-52.77715451071754,-42.496336624600524,-40.183396428314424,-44.30126483617772,-26.57988369903504,-43.93988374383842,-47.79638783831723,-41.004802855804414,-38.306095346769716,-39.07845108600061,-46.586782609960665,-42.56392015471515,-43.88526797749367,-34.30480389400748,-37.48519498197634,-34.36507355540502,-36.17732504522204,-20.07230520682364,-39.6537014060605,-37.7031796756724,-29.66713850329041,-56.66966459793524,-34.84806848719684,-44.63367632082143,-34.41435874320259,-34.48939797366855,-29.84837846734556,-40.04664804351797,-32.24148676254172,-33.25096308385431,-45.22974508980192,-47.93386433279006,-25.21873651180984,-32.75784602448479,-34.06867378400007,-46.0829105492637,-49.89530611690174,-48.69057157087161,-45.75011642620766,-30.51992504045154,-30.0688919362294,-47.49528906478121,-33.44344631414823,-33.46655854659032,-30.08640647054076,-38.31973702284885,-34.1171886366773,-38.232634175843415,-27.56420204185474,-44.2744478387256,-41.31909215832483,-45.513931881882954,-38.68431621022522,-39.851376528787576,-25.91656165294844,-29.36598137708414,-32.432846841549974,-33.86293701908179,-32.57656107381482,-32.88052894048475,-41.23576941296484,-45.48834029202479,-46.80187074897468,-28.62731732011974,-43.96993338018699,-40.85238826812476,-49.39527637393384,-35.25825762185363,-38.987377604917135
