id,rec_coord,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
26,POINT(325 -125),-46.63923438981787,-50.555005254856496,-60.09729562733474,-50.7159305985678,-44.47695813485693,-48.95536059712316,-45.05854414124637,-47.45018396151535,-55.12185944714724,-49.34020809468251,-49.44091661463074,-60.38959375650031,-44.60983363277613,-53.71428221438672,-41.86584007823165,-41.489513547121035,-47.34575001911322,-45.02058314870225,-40.356821720200756,-48.743390388463006,-72.62291836699316,-53.02384564246743,-48.244217639090046,-50.7576928567259,-51.4754086075349,-52.89234437044989,-51.10739086573156,-62.75965157933326,-40.03626017192206,-43.27508612118042,-56.41366664817129,-58.13978995455485,-42.88329500955525,-38.73485970769826,-46.9482164295639,-58.60505308692711,-53.560316983731106,-53.64882157730495,-53.87172355327323,-56.64002277461674,-37.41789298537996,-36.22492193670876,-54.963232850366765,-56.80001618470626,-52.12267024672209,-44.62663765137502,-56.63276126499737,-47.003965516084776,-46.82740889895964,-48.67771494426725,-49.990148168414436,-54.61818311017344,-45.298635436123796,-41.6104294041945,-58.50377259372098,-43.56591110983797,-43.14155990255676,-48.24631166591017,-48.63938003954071,-56.86933429169465,-58.45803346492645,-50.12853374056262,-49.106330870972826,-48.67717694526022,-49.997028135116295,-56.97257463383654,-54.01479610637088,-44.54952031849676,-60.1542081724379,-52.16638123478366,-48.60865618191451,-55.408576219716835,-60.51722444536584,-47.64278272501459,-58.38186777455482,-52.3268178034392,-32.326019134321555,-50.40076505514429,-53.51110477915146,-42.11239408729953,-55.11918155754634,-55.90142940139162,-36.99731901183406,-49.6459102938885,-56.98419697021876,-60.0317660813767,-51.59350788604628,-56.28955306718477,-56.41366045905732,-54.98386998323178,-47.16867788932351,-56.65189967364686,-48.61133017167626,-61.16808929025376,-49.05795151715468,-48.92685198151839,-61.11092673378496,-43.93671634153865,-53.722711399536806,-35.344939433357155
27,POINT(375 -125),-58.561365964493085,-42.39260735605944,-48.1956473449296,-44.64534639801103,-44.72839317804325,-39.792355622493744,-62.38846011947835,-54.37359256775612,-48.60072765057907,-50.41149121513624,-56.40130921143326,-42.942680495657406,-59.4663755952339,-51.65484591134415,-46.614416712751854,-58.479356163749436,-46.81606838614728,-50.56041472359968,-44.41686912990359,-45.83641204682122,-53.30482935503666,-39.50323801475075,-51.58475322480446,-57.807881815268665,-54.078650053978045,-68.92481560383754,-42.960197137681874,-54.541715010163486,-53.927034836953574,-55.420715126498884,-53.177201973081225,-35.472713620811746,-52.774926729077904,-48.81437254007213,-57.24172724993524,-48.99274274491097,-56.17214973138885,-58.4077966973264,-40.265959752604545,-59.640211856748046,-46.50076670675482,-62.18510467756678,-45.16902403226471,-64.14165353087304,-46.950883601465875,-46.79132324218071,-45.84250293735115,-61.42840333874601,-62.16413376528038,-63.54097648467484,-53.18131819791082,-57.93492003680862,-52.22492576497384,-54.694449141243055,-55.02545448935063,-46.227515432390035,-50.27151380665496,-45.715135397579346,-49.550551538111776,-56.00664602336904,-53.651458281750855,-60.47718986259659,-41.810184482985946,-65.74548351221445,-60.652816847928584,-60.29400254433045,-62.66129931559723,-56.536017347533694,-51.765891113113454,-62.86668348680557,-59.700527749645026,-55.863997735299456,-59.9997063351646,-44.31894084537112,-58.59241118222623,-53.583764511672825,-44.484354829858546,-53.35514496637679,-57.939203126823486,-38.017196226653546,-61.60659875248284,-60.777342847396,-44.92773169170988,-62.909908831203765,-63.306328538713046,-36.97901838014785,-45.247181549311605,-49.87753686900839,-58.807870887513246,-42.27290555898125,-59.649746599819466,-49.50314900978908,-52.837932757637496,-45.277160241033634,-58.70242351324664,-58.74729012798664,-59.95166083957134,-71.70204230400975,-39.03676214886525,-55.058754657572024
28,POINT(425 -125),-55.84730125703749,-65.6481628465319,-64.7257570557081,-56.89873307582265,-53.13001448741761,-37.888147417637114,-60.10550776082035,-51.74240413114575,-55.928161311112,-60.22107240765804,-55.3238797336298,-44.99996647993836,-56.82212483848303,-52.60131495281326,-49.20136109760937,-43.41855548008971,-53.85241862523604,-50.74051797088552,-59.92767137540085,-48.57017562984933,-59.81937737804634,-48.340121032055364,-60.77898572640634,-51.97785201231971,-56.34694613883036,-54.335989937743186,-53.40937214977949,-52.6843563728697,-38.95355318034371,-54.43789671434677,-57.5295934837274,-51.98124112343885,-45.508744693891785,-51.88957320153809,-55.81593539844833,-39.34713415237011,-42.61815162315621,-65.04976308491001,-48.35469075268748,-50.19795979908193,-54.669174291656105,-43.42718318890751,-64.88470160982838,-49.46939303235523,-49.75030515497985,-59.66411016216148,-65.40283219164681,-51.28834783040402,-55.77195388099849,-58.45261580837011,-55.16691500538788,-64.98128450597952,-57.37804465272187,-60.19255119332843,-54.036804941012626,-59.66665406229402,-62.72759685864715,-46.54861958177616,-50.62779391504127,-47.24645809316952,-56.01457879376384,-44.270416444255915,-53.71001335513595,-49.89193663245648,-53.41344917685801,-47.12903225949006,-61.0291172827505,-53.58796759401722,-45.185649213893925,-55.11582394876268,-66.35405750382661,-68.2295730758297,-55.783167570904205,-54.73942526944354,-58.57647626350803,-64.18801892781595,-49.78374983770439,-59.08653317287947,-49.28506301185962,-66.5157761005764,-54.08748126507881,-75.45723509695931,-44.482942839401915,-39.33676541296471,-61.288063425350884,-59.54017213440723,-56.63074560265847,-40.832603145568314,-50.28106721244674,-44.52894337946841,-52.42616581878927,-63.26304592616551,-67.19034345114461,-58.406128255237164,-62.034432581211334,-61.07477127715014,-56.23363779572704,-59.46466485958946,-48.063313337257824,-55.28299452339013
29,POINT(475 -125),-48.52740382652766,-67.57879736312611,-61.54007090126416,-61.32569215769516,-73.2021098923916,-50.17832253671962,-64.32941018337982,-61.552041758651214,-56.70887569736663,-70.13317801291151,-61.10782928019139,-65.32843105214428,-54.00034077914778,-58.9752893881276,-61.77374545902128,-59.37656533302032,-62.873027858760786,-52.505667520179465,-45.89349908177401,-62.10916964516231,-63.82729480720871,-43.97984837269651,-55.72255197584493,-54.144071792137765,-65.69250009186864,-54.88194306505942,-61.62943866672867,-59.70073135385387,-53.907575557278285,-62.43328219542795,-55.78411584131587,-48.2892387394134,-69.5374973135634,-63.25713086753686,-54.5036647859923,-48.53090815501379,-65.28154704079536,-53.83451152326059,-55.607294829174265,-68.975099081801,-46.76008056940981,-54.275685755267,-62.933009461590075,-61.29158047071212,-58.252431017887695,-61.815720152517514,-58.626216863051845,-54.995863200855204,-47.9441467823932,-54.89461487911094,-74.97117519507431,-52.372150565379556,-58.8376240583128,-64.8563708553508,-64.13785607429512,-50.75421797262495,-69.00924776017521,-50.38742765798996,-66.15314716614607,-62.18237049484901,-69.32116174087231,-60.23108105457655,-45.78473810728511,-59.01360462678715,-56.41132270591844,-58.729536954092836,-54.257852396933366,-63.832396895912524,-51.47459583409529,-55.234576886700246,-55.7860435662587,-40.84025723688161,-63.00790735712353,-47.82648614655457,-61.79623932535244,-54.37745480989684,-62.85503123124648,-40.31256336794821,-71.45161474955201,-54.384056169048236,-64.8561722633283,-57.14582147814453,-45.33974213046131,-42.456272005855006,-48.46910924603749,-48.57999416517509,-49.52690712177043,-62.65679380564909,-49.11505953771112,-63.960882366293596,-57.11186412885888,-65.05348863899435,-45.54474990115371,-65.53958861720642,-47.88489964066737,-53.58698363204892,-43.853709674853505,-48.43889236430166,-54.13555837030163,-50.82330364433856
30,POINT(25 -175),-44.77171909208362,-47.961023296621434,-51.79360831852346,-59.559661232335,-45.8004178008727,-60.73325423407673,-53.49166288482143,-61.758738164176464,-48.13879845632261,-47.92013440625912,-55.16086598555007,-55.4721250009176,-42.40403789018132,-51.14672354932111,-54.82592266829121,-49.43685838748172,-43.88531004921564,-55.6429300011779,-48.07416278444479,-48.13021906124942,-51.73419437738872,-66.57254403208172,-61.31794838377908,-50.10829471091606,-54.07787882844569,-47.43080388623684,-54.62739952231411,-41.90373808858932,-58.77713639692272,-57.23649114937902,-49.07183234461936,-60.3138750190772,-45.26465426537706,-57.89973702983073,-48.74667981204099,-60.11195436424599,-69.10646278956192,-51.6420183211197,-54.19814346293323,-58.01941696157616,-56.52212239827243,-50.67592920075522,-51.64303738655421,-41.04535852496252,-55.26880646243131,-64.76348061938262,-58.53186885619617,-64.99381967254882,-47.23644950284357,-55.44373692703732,-52.57744561364787,-57.7092963614747,-36.16830390551442,-57.00532042442538,-53.266384425060224,-49.13446722896541,-74.39619557968302,-47.3997021372061,-44.32659879689647,-51.50944528583234,-56.33386378417469,-62.94650708698598,-50.33503056076856,-36.059738793603216,-43.82702914766353,-50.35767802859629,-69.67320184390802,-39.90331808042852,-67.51471391312342,-53.589234222642915,-59.36103010773391,-55.8362893462271,-51.31452150248279,-71.50479498251423,-59.5749684418206,-51.16730945761532,-63.14573232195234,-48.50003003815736,-43.27572292501472,-56.27300204832479,-54.95448842676644,-63.995893064144624,-51.26324927632108,-44.95514566176204,-51.31080006865056,-61.05490177036657,-47.89210346432299,-43.36210768543572,-44.92574705257272,-40.13504936090662,-45.71809829520268,-49.41541385260259,-44.63870626111804,-60.94603463810095,-55.06059782984566,-58.91729354230384,-57.70190995024791,-49.29912176435886,-43.37695203148682,-55.94504530556884
31,POINT(75 -175),-42.63436039775864,-37.59764943709856,-50.68333117791532,-50.239091541632256,-58.08563659178796,-62.06873121907016,-33.91493895152526,-45.10224599741514,-60.23820478171148,-54.33546299830674,-58.93831158293781,-56.64588931914139,-50.98386104350087,-48.75350850966998,-48.84761911594746,-57.874205925865006,-62.637035965776256,-41.859608584194675,-41.73754942727146,-46.20699415629225,-33.81873316815826,-49.23096589477653,-47.682216355632626,-56.61557000728599,-53.7654374664504,-49.23704494119626,-39.50346414818176,-56.1135152013545,-46.395326942046225,-50.61442226065302,-44.10069917301558,-42.70162439632757,-47.44314067626916,-44.97146915468035,-38.98014295000416,-46.62754388396189,-57.79115275922693,-40.09787557446376,-61.57181920587596,-39.34678355107076,-39.57843888550176,-56.11884646280974,-54.65532850613417,-40.99977408305426,-37.78955632201116,-45.21997548124667,-61.21957386858646,-45.47900163407468,-45.00772198685416,-54.15484896575832,-35.630159526092655,-40.25647963792506,-46.68306180475034,-48.730549504873565,-53.75099112234625,-59.136369009602106,-41.939058473174356,-39.39177750552546,-53.53597455555228,-53.32819063610151,-52.01539269064031,-52.756974889337776,-48.44965646637238,-56.08459908443544,-45.33188867068489,-53.53160467975432,-41.188918719999265,-52.89473612226117,-55.50439448331983,-46.27752468866156,-56.51583417684118,-48.2284010628726,-41.702051159553946,-57.24346689839615,-46.66596179006246,-58.532680858907256,-58.22937516572791,-46.99044743974674,-44.69966924922611,-31.328904961277058,-52.007628485475685,-57.8005594503734,-52.26546729687336,-52.74755316069357,-49.63549556108817,-46.165247529126056,-50.89702448454282,-64.77995721562736,-51.72969395603496,-53.3034688657549,-43.10909504351973,-53.39494841725215,-56.172773009385125,-46.95214536042893,-54.02744480764072,-58.59777566112411,-51.10899521757971,-40.40083084289476,-63.37293435720686,-55.21256914937987
32,POINT(125 -175),-58.9538806586618,-54.96836838057124,-54.08890640710575,-50.3931264700887,-47.385863200677136,-35.5040291945543,-57.11701183272616,-26.8627061613814,-61.262600805705404,-55.99886570368156,-51.82411371429145,-39.5539910528407,-51.27905713808536,-52.84000086106203,-49.75273130507846,-57.14796372451883,-54.51738301775775,-55.120487054734724,-44.70831085570297,-47.6367128698549,-48.71698512210283,-35.6939576987602,-53.854035173457554,-43.36601943809582,-49.494704082289,-56.81605011688318,-38.1975176148244,-53.1095995455291,-50.09363572069526,-49.28482389570459,-65.8459138682589,-56.704574557690535,-51.30331240868977,-42.39709748715903,-53.49430587861105,-55.337596405402564,-46.94114161741259,-50.49335112891553,-52.33984593300414,-59.4398769627496,-33.223735501696,-59.9660800309796,-44.13425869023537,-41.580867219421364,-63.806584266764304,-51.45865538926951,-40.459481864475634,-47.15491141971645,-63.417769123095496,-43.426988987765014,-45.27967091220407,-33.7829354134987,-51.18926565553638,-48.39089137820705,-47.29730164812577,-38.29803969643376,-46.34970381743998,-40.10741134452793,-61.7412876604171,-62.0466375594402,-55.23298307199345,-37.109286218179705,-48.75128034519584,-53.69533297346135,-49.28329126845996,-43.67868843630364,-50.63161950692364,-51.28640506639797,-44.33909844552321,-30.9706486702438,-39.84888002022673,-42.37228216597141,-47.71563866674996,-58.9542562266478,-49.355061209148204,-26.3344887551176,-57.23719300622541,-43.85516697222974,-40.93996036093946,-41.37321273409373,-45.08013390271641,-62.1129433157721,-52.38375118382006,-56.68716670385516,-57.33453877075016,-45.81270314478313,-47.97254786410089,-46.06895959903665,-44.63852187130302,-45.6000836391842,-28.3112396230796,-39.74489412564401,-58.3145672256967,-39.05298756737695,-31.2098666141564,-56.98546164600399,-47.521912654265,-60.8378645939729,-58.3700487813933,-40.86710650056066
33,POINT(175 -175),-62.30378974818198,-42.92396915312785,-42.013487259686386,-50.10519869233003,-42.386498757081526,-33.81222997792068,-50.53350453828878,-40.24478055825309,-46.3235046038709,-59.97123317795358,-41.53155229243418,-27.86643679767768,-37.845627649864596,-41.68614614379227,-51.95259253359492,-44.824474408207,-42.49513555266522,-40.96389912321851,-41.72451803932359,-52.23526015734764,-34.81874307001118,-40.66255224406406,-49.67179045388233,-41.36178402593731,-41.4253473059218,-55.729353836384206,-36.2246564967005,-49.781361646090616,-29.34723143307948,-40.89060967901279,-53.83592360605737,-49.45429389872931,-47.27225717230571,-44.31172311786314,-52.637264849618845,-50.47259006857028,-53.36810474552655,-40.908944928979,-40.680112852552185,-41.418625660032,-28.276763785335177,-42.72077527641676,-39.30242439212296,-53.99249979933286,-43.677687334741435,-49.44440625247588,-42.00244471421795,-34.97351263760308,-26.07926343110388,-42.60896958704017,-53.85248950508382,-41.47595116738994,-56.26451789123908,-58.355478731385176,-55.724534027473695,-38.709825118682026,-48.04631752699436,-56.069081582717274,-48.92846457535935,-43.61327374187664,-44.791141508301095,-58.34028670628478,-37.17299132828033,-53.2645880665376,-54.9385797045533,-54.24849838462242,-56.14854942501738,-50.58218174483958,-50.19817827056547,-42.55556585568771,-52.223100313553786,-48.826934806593485,-42.451208613162215,-49.251972149800686,-49.96965175964222,-41.29028432628324,-41.675021493118315,-44.410641935607266,-53.71438923764383,-32.56921398225998,-41.577696654001215,-41.666325699962975,-62.72483043086328,-61.84889451043858,-40.26944627692416,-55.65690868220227,-46.902695473472996,-50.983357709073715,-45.838448670786754,-45.69363429249967,-50.07015462754748,-46.57412239108974,-46.70097227610142,-44.63983439968792,-39.81162087593259,-42.269360434164916,-34.189889688025374,-47.58201587307589,-53.73326584109603,-48.6103225934802
34,POINT(225 -175),-33.64150248013854,-45.951213491280555,-34.58997126507325,-45.3310396898549,-52.474123155641756,-39.69847692227386,-32.91315853455024,-37.259539632618306,-49.075042135082874,-40.87392257697381,-42.624344028747615,-48.961816120578135,-39.7187733157345,-45.219737952262996,-23.407786596626043,-47.177558822017254,-35.84175802008173,-39.84356134362548,-46.76702150901652,-44.4790465627176,-46.681334802160634,-52.13108116729758,-35.84683194217142,-33.97100416955294,-56.657912356976745,-43.705405636035316,-31.834706140703243,-40.628212139410685,-52.450744486833536,-49.265306160831415,-47.987989042774004,-47.03752033752055,-41.36639831881539,-43.8928145140207,-24.299680694446742,-41.65269791628279,-43.4362018760403,-54.07985313416998,-50.58557916176447,-53.04120206302942,-43.3374040003057,-28.303007421927145,-52.98390787252795,-32.57719016541994,-46.10988591664884,-43.00888309065172,-47.1084181344682,-25.320059064340743,-40.79604825538804,-50.57675169610838,-42.219152771347865,-42.13603686605441,-47.656679418623646,-47.36751193333738,-34.892391624315074,-40.84475882303043,-50.52351680021936,-40.57476532695836,-38.023305225628526,-40.173456781689346,-39.873816856880964,-52.59843011369978,-44.2304073804752,-44.98472925626869,-43.36247095573362,-43.390100979572544,-59.12460681466364,-57.131829522858844,-52.141842825167856,-51.297431788941694,-39.58133144175044,-36.176265810085376,-38.507448295377834,-45.83705142772418,-46.11199210333541,-48.87350116929599,-47.290057360201914,-52.63777460177858,-36.05370658466649,-43.27237859085558,-36.02352014187947,-47.00587126258515,-35.36432884733866,-43.143934281205276,-33.60855605143124,-50.94344594006054,-40.6463314328559,-47.54176036104387,-51.10276317056595,-37.18435109614419,-53.21567284880237,-33.816796984194745,-37.263961084666505,-42.53875399776555,-45.224861696983965,-47.5266424067525,-50.09826225199265,-49.958328890601955,-50.917399153894905,-48.79700366707687
35,POINT(275 -175),-55.21665828301752,-36.03383509061343,-47.425043591839646,-40.77525972568622,-43.554335943077035,-40.80616399770078,-43.431462349276615,-41.10326281097168,-31.018419569219787,-39.984996392404554,-32.87476941109439,-51.94372629730087,-45.35108830111126,-33.461189356985884,-50.52497839626799,-33.821902391135886,-42.07559367860747,-50.52215584465166,-45.09230955384785,-32.67804637982658,-39.490481820609915,-48.193571856286816,-51.36919188279123,-50.2845995325538,-48.6788046017454,-44.38388751232453,-36.68865885172609,-57.619261719280686,-37.758652745166174,-44.31978101057775,-57.796921891012886,-57.805606851857085,-41.5167045680959,-25.91000717924369,-41.099299119473734,-30.471943943493585,-50.81920147018302,-35.778657926588224,-42.021120702133686,-34.22281915276788,-45.53524232951325,-45.8650453544119,-52.03950161367915,-35.6017312691381,-48.311859498466255,-46.523860187081034,-30.72950602239169,-40.38673096277099,-40.493017152694364,-45.83673314879611,-43.58359351723101,-46.91752694947504,-36.95001232630074,-46.628902455566134,-55.14395791307021,-43.872316315010046,-43.076424890003665,-35.27215219699718,-44.3948868107766,-54.501318942925316,-46.345587511729754,-64.07326960226908,-46.882145246977075,-45.896678438528504,-33.045399898618285,-51.484180634007586,-47.27602757671523,-46.63942880045243,-33.68613616891099,-37.71411206564667,-36.58278195675925,-50.11668351876007,-44.322827917790974,-39.34327208708949,-31.296984082731488,-44.224109216177816,-51.13308489303748,-55.347570284975085,-41.74330850958081,-24.275673299607586,-39.98049848237669,-34.264706116254786,-51.124339365889945,-34.35784177271549,-48.141304987498536,-50.92630260282732,-34.92687613345269,-38.318158402733665,-57.83747428348859,-46.64712183704976,-42.552811893756584,-51.41563924858124,-55.46089201068149,-29.60685824193039,-46.81883756152842,-47.48540382144993,-31.705340547895887,-45.788600280229396,-57.61491128444989,-51.926501646968106
36,POINT(325 -175),-38.67750001799829,-29.270470715675312,-49.77186236356583,-57.84909489530151,-34.20462729727621,-40.927973822532635,-37.753709281286824,-36.32855141056521,-59.458811007187315,-58.49542290943042,-57.10755903266765,-37.963210759545795,-45.490487613907355,-40.60944566055132,-34.27478958347901,-47.38978093488109,-50.54177326673723,-53.815324957095704,-46.569558339502585,-40.768222583438146,-30.119900652874612,-46.02197764047026,-35.133079814123214,-36.789539147772814,-47.72920035725567,-45.24485600342686,-41.808207647728175,-47.6865128868834,-56.32491811963341,-45.571556452031324,-58.40327488101301,-43.289938479374065,-48.84813649312709,-46.27680715255188,-41.75311874657143,-43.1971817540263,-50.2650397808625,-44.501476024982324,-47.38473530636916,-54.33867274876047,-48.79062547554172,-51.03291777930203,-45.560885167162986,-50.031253614708035,-42.69933606215283,-52.7871589258063,-47.995503973609374,-48.80656695361997,-46.654469773243775,-54.95389679316531,-27.866369860002614,-51.45245006697385,-40.29563674763827,-47.800183195270286,-42.95523660310443,-49.771376441869606,-37.93057167595765,-44.78230074664906,-57.79699879623071,-42.485132644537565,-48.75341295060916,-47.478274512687236,-55.42200105972386,-37.12514651919401,-36.843742663279016,-33.37106087852192,-53.75902760197087,-46.07113773104889,-51.946665810409385,-41.155154522590024,-52.73558557443171,-48.7156883836938,-55.31087456499133,-41.251703320742145,-49.967684350777155,-35.38681639003681,-58.619652557153714,-40.42853682684361,-56.09328579927927,-39.93946397934563,-50.49921103384122,-41.0658705796548,-39.24166144153566,-54.76519463855967,-44.50092478741934,-56.43754357068809,-54.73074370736313,-43.79761574153094,-42.44669536507235,-47.153923431239356,-53.106327565336265,-38.46602212957399,-46.38890871540665,-56.81171886706029,-38.60457508740608,-30.534585359178312,-37.556965737884504,-34.75577526571191,-51.80484996585194,-70.49435807746902
37,POINT(375 -175),-36.67524696681445,-53.25370233090424,-41.02166293375264,-58.01648090617097,-46.16476258929785,-43.05919736696157,-49.56137806299431,-64.03887377739355,-55.5329791876673,-51.36676212519193,-55.6305848555906,-56.64482849760526,-55.215071775188306,-58.17499637594078,-47.03029621570917,-43.33982666844864,-51.6133270387444,-56.47567837067367,-54.63644331342685,-51.48839508390186,-39.37928841103505,-53.32772665379896,-51.46795497496201,-48.01531159018367,-56.72106669394173,-52.62944336090264,-58.5520180105984,-42.139679940081606,-51.71779294800866,-42.1196845099795,-55.36008721983144,-54.48498263151078,-50.41736499275502,-45.06343853817722,-51.45273214531436,-38.68469578386465,-54.68929410068714,-50.84197016069495,-41.83618208407028,-38.39039995421035,-47.7582918471006,-65.17901980883664,-51.15564647229622,-36.00828926777285,-59.15774053029667,-55.41537671305158,-55.45329128037172,-42.046637173434135,-56.38039924762595,-50.94476884817596,-63.85342608407415,-46.12833097553634,-40.419962255732,-53.679657712800676,-49.77619647973177,-46.60411503255119,-62.66325216544295,-41.95321165105147,-35.97078358450055,-52.09395525055636,-52.62057034886058,-59.758593034460105,-62.46449407065495,-65.83521875812136,-52.88880806602018,-57.8757855332379,-44.19259564076748,-44.46012355937857,-34.17465595451975,-52.94188491756003,-40.09399787196345,-43.75194208737389,-39.24003084685725,-49.19859984411772,-37.92934103339375,-52.80625134852428,-48.70332891148992,-50.04412966888427,-51.158379886013556,-32.21049173212265,-40.17593943969695,-53.09282993632941,-69.91684465344075,-48.93699808564601,-61.77652049558175,-47.23433475524522,-59.14223492937245,-47.08581702586263,-61.36560317343975,-48.827623736619756,-61.241509196139546,-55.33300165056243,-47.83909087082158,-55.52738843836472,-51.90171878711221,-46.96714493439981,-39.32091786030325,-51.28722552965489,-43.40004023109649,-62.855203927993045
38,POINT(425 -175),-56.328195573769754,-45.374735173098784,-56.49635215272451,-61.106112111072704,-41.73844037035285,-57.112582845542676,-57.6809929333851,-63.12118782607145,-54.676766689329675,-49.820246667491006,-55.258513139168514,-51.72882905530854,-63.57635545598394,-61.230968188614426,-53.510477747998294,-60.84497825035187,-44.08804884823888,-51.39464741327988,-46.60250324321643,-55.687982187040525,-54.39289119754058,-44.254950113793235,-65.88172158231285,-57.3421089528338,-50.908929842014956,-47.256861500784105,-50.347712347062554,-49.87286666151795,-46.877037472736774,-47.252465428432565,-44.94879390847468,-41.134520986440144,-56.52767699253312,-48.647306911978866,-55.17103953808733,-68.28971430769604,-63.38714347976665,-42.921540016833845,-55.7659953142352,-62.254804329253794,-37.93090392795695,-49.87862641911499,-50.26981673926163,-49.48812750322231,-53.813846275305124,-45.504452846271874,-44.68408640092326,-49.860187943099376,-62.640624885507044,-48.13845489902683,-48.72487157327634,-30.722178784101146,-54.97806408328952,-49.81572429373681,-49.801778093573034,-64.38831447796525,-47.84270820193468,-57.8036276789642,-55.82345191645321,-34.15761217801975,-60.80875416886376,-50.450913585157174,-50.57252470854227,-55.032995161994464,-55.93117692136268,-43.82764205299593,-53.813209586235885,-65.22254147276345,-59.1711597451408,-58.59107145789903,-50.13158574296815,-53.62824086523272,-56.687099209128164,-51.200079986048294,-55.16472481949427,-44.47848901732775,-47.44772480892755,-60.2977602416691,-67.61475693794564,-58.560032997527536,-42.113930366947244,-50.485729237974624,-55.56726279205996,-47.93031922985742,-48.558656955679396,-51.49077375431459,-54.492941299925114,-54.32723619389416,-62.79696816670956,-63.98640693277645,-53.35877566963312,-49.718952295604936,-50.619599609589876,-54.50306188603346,-53.63553002897099,-53.524362802519086,-42.515685051819545,-43.863405765156706,-54.02704583088268,-58.14921374975094
39,POINT(475 -175),-63.44375567399549,-61.84999800269507,-45.49436676726375,-52.64806785688034,-43.74497580932015,-46.66452844731618,-56.78037211244647,-61.254768098392816,-56.757523245182796,-67.79687786017175,-44.86094255195155,-60.59112182955106,-52.00757065391346,-60.60941316341593,-43.40815266874285,-49.3391014455498,-48.96168422927654,-64.92660379680333,-56.678331883197146,-53.12840251858618,-53.94424340227446,-52.14809753217355,-55.221624609463014,-68.98311323619154,-49.42676367921599,-50.211632990130326,-55.3177226720863,-58.30161878076251,-53.75289626142657,-39.08022322354605,-54.51407640052228,-45.72296434357802,-67.50884347058604,-56.78012279645275,-49.756955804753815,-48.59076129483591,-67.63373613218906,-60.50516433846101,-71.93631685975215,-52.10303146049202,-63.01640843597705,-49.03686699856287,-71.50419627196685,-53.52929592273715,-53.54216780993873,-45.78944420947398,-64.82545413600353,-56.442511320993226,-50.12806514368972,-52.77711788141324,-41.79282953571375,-50.85566925867832,-63.60136229329828,-63.4492343157321,-56.31840169196319,-47.579572817864246,-61.33141163065613,-52.99602419899148,-40.783614804042145,-52.447505506914496,-62.45922282766174,-56.14818359586975,-56.692766265792336,-52.62398544609757,-57.01610646156311,-56.98114420425403,-59.84191408843945,-57.00139711130977,-61.76904423472296,-58.31027223572406,-57.090048033868825,-52.94941495090728,-48.89908393429851,-50.51336270303361,-45.97205056654468,-39.331883135723544,-57.76773830279302,-61.17136669883388,-72.16636011184475,-49.757909720782706,-59.88483511718313,-59.92700696493583,-58.22941454871104,-46.59699683874966,-55.43219722548366,-53.67407486970108,-71.99160246685764,-64.95766158753219,-48.00663772231871,-62.16688297585592,-49.0783133307458,-51.80775735084594,-59.26186264109481,-56.01186809978288,-54.64154432114977,-48.24683668133183,-55.7688247176663,-62.289386917142195,-60.07505265140025,-60.171893579167445
40,POINT(25 -225),-52.80743120530403,-40.298862762873554,-57.750804154858336,-44.802338780035036,-62.97053496035096,-61.920296192431465,-56.10269337897388,-44.69790714302973,-58.71502240557328,-51.92347023275567,-43.07507874669964,-58.45508940881922,-47.8667074582874,-50.31041073869141,-58.430356764931766,-59.58195629850876,-38.90323871370846,-39.10051182012166,-57.72223688886978,-71.20037742206016,-62.704213329452855,-56.6467914844409,-54.324891198078646,-62.09579283556932,-57.81075733121194,-51.88688406259809,-49.75679709832308,-48.11634366066802,-56.32945906437257,-46.6120972818565,-45.70980862274063,-53.65202283820552,-53.35852282824686,-50.29301589436419,-48.49983211007421,-53.118514337343285,-42.37049748363475,-43.3027458507135,-45.880126271316016,-56.28689598406183,-39.88294737341906,-47.562259431520246,-51.36285524183431,-46.36294863771,-49.30266220322271,-45.00891090922225,-52.76603757441571,-38.11442065736616,-47.717170917172496,-56.25261956769117,-45.30790864924846,-58.25092439887802,-48.81089199018602,-66.31509706070706,-44.2092843886297,-56.50754481524868,-60.03138385629771,-61.704518258737096,-59.19031559164421,-58.96545990651334,-44.55256980469335,-47.03386719139495,-63.627158544352255,-46.52345993107277,-38.41231069590166,-52.73856211628854,-56.76039997253419,-65.75361394790505,-58.9822604060049,-52.340766812123576,-34.90540792930296,-46.74916466652564,-38.70696769167006,-42.72858600316526,-56.94240728458087,-46.400114335296195,-48.872011091424696,-39.35140134782926,-51.5144355306271,-48.07129171795001,-45.67529144468692,-55.53344790404177,-65.08228332070426,-52.12123994216341,-59.68737160970156,-52.55168315874761,-46.61223496289066,-55.80937725785438,-41.33375947652756,-57.71921881924029,-54.49656616904379,-50.84413635895607,-45.2108777815944,-73.75169374831955,-52.973024139932846,-47.351212453286436,-63.394852768352656,-63.25792837746196,-46.84366643884763,-64.11071732683556
